	0.291730	0.239088
	0.288032	0.236940
	0.283188	0.233808
	0.280798	0.234357
	0.279716	0.233404
	0.276761	0.232225
	0.274242	0.233323
	0.274565	0.234018
	0.271900	0.233549
	0.267799	0.231951
	0.267218	0.232758
	0.265813	0.231789
	0.261937	0.228285
	0.261534	0.229835
	0.259031	0.230788
	0.255963	0.229625
	0.251716	0.229561
	0.252507	0.230901
	0.250101	0.231692
	0.247340	0.230400
	0.247549	0.232516
	0.245805	0.233033
	0.241607	0.230449
	0.241446	0.231208
	0.239685	0.230304
	0.236214	0.229706
	0.233339	0.229496
	0.231983	0.230514
	0.231902	0.234066
	0.228382	0.235019
	0.227704	0.236456
	0.227058	0.237715
	0.224167	0.235358
	0.223182	0.237441
	0.222020	0.236472
	0.219065	0.236375
	0.214640	0.237651
	0.215738	0.241639
	0.214786	0.243496
	0.211443	0.244368
	0.212428	0.247065
	0.210668	0.248906
	0.208601	0.248664
	0.208165	0.251054
	0.208326	0.252555
	0.204968	0.254703
	0.202546	0.256915
	0.203498	0.262083
	0.200931	0.264311
	0.198573	0.266717
	0.200107	0.272014
	0.198719	0.277698
	0.196539	0.281202
	0.195957	0.287306
	0.197201	0.292312
	0.194843	0.296462
	0.193955	0.301564
	0.194391	0.310769
	0.192163	0.317793
	0.190322	0.324931
	0.191339	0.337833
	0.191178	0.348006
	0.189999	0.357808
	0.190564	0.370662
	0.190370	0.381159
	0.189369	0.390218
	0.187302	0.399148
	0.188723	0.412632
	0.187803	0.423888
	0.185381	0.433367
	0.187238	0.445559
	0.186656	0.456346
	0.185590	0.461562
	0.186430	0.469152
	0.188271	0.474950
	0.187173	0.477647
	0.185364	0.481280
	0.186915	0.483799
	0.185558	0.483283
	0.183233	0.481797
	0.185817	0.482895
	0.186382	0.483218
	0.184331	0.479649
	0.186382	0.479568
	0.187916	0.477517
	0.185671	0.470848
	0.186656	0.467150
	0.188271	0.463662
	0.187512	0.459544
	0.186075	0.452745
	0.186753	0.449402
	0.187980	0.446060
	0.186592	0.438890
	0.187060	0.435999
	0.189627	0.432366
	0.189256	0.426229
	0.189983	0.421675
	0.192550	0.417574
	0.191985	0.412018
	0.191081	0.403395
	0.191727	0.401102
	0.192146	0.396629
	0.192050	0.391623
	0.193519	0.389766
	0.195747	0.387618
	0.195715	0.385293
	0.195909	0.377816
	0.198815	0.373989
	0.198509	0.369920
	0.197604	0.362895
	0.198250	0.361248
	0.199784	0.357824
	0.200495	0.353561
	0.201286	0.351833
	0.202433	0.349637
	0.203918	0.344567
	0.205307	0.341789
	0.207002	0.339642
	0.209263	0.335847
	0.208682	0.330776
	0.211895	0.329371
	0.212476	0.325447
	0.213591	0.322670
	0.214689	0.319569
	0.217014	0.318875
	0.218080	0.314467
	0.221519	0.313627
	0.224943	0.314402
	0.226331	0.310204
	0.227268	0.304826
	0.230740	0.302679
	0.233501	0.299174
	0.235697	0.295525
	0.239621	0.294314
	0.243335	0.293716
	0.246920	0.291811
	0.250569	0.289954
	0.257626	0.290164
	0.262389	0.287467
	0.267072	0.283156
	0.274985	0.281412
	0.281735	0.277794
	0.289130	0.274161
	0.297834	0.273564
	0.310123	0.272514
	0.320086	0.270286
	0.332972	0.267993
	0.348814	0.268994
	0.362798	0.266523
	0.377929	0.264117
	0.395111	0.262906
	0.411728	0.260355
	0.424534	0.255607
	0.439293	0.253896
	0.452665	0.254445
	0.462661	0.253363
	0.472237	0.250747
	0.481958	0.251215
	0.487804	0.249132
	0.489952	0.246419
	0.494264	0.246015
	0.494845	0.243335
	0.492504	0.240251
	0.490873	0.237715
	0.489177	0.237764
	0.484106	0.235019
	0.479762	0.233436
	0.477065	0.233630
	0.472511	0.232806
	0.465600	0.231337
	0.462112	0.231079
	0.457558	0.229270
	0.449580	0.225169
	0.444542	0.224087
	0.439245	0.223731
	0.432963	0.220647
	0.427763	0.219258
	0.423629	0.220211
	0.418542	0.218596
	0.411986	0.218015
	0.409677	0.217369
	0.404671	0.216949
	0.398954	0.214850
	0.395515	0.213284
	0.391575	0.210894
	0.386504	0.208294
	0.380949	0.209021
	0.378397	0.209069
	0.374070	0.207745
	0.367901	0.206098
	0.368208	0.208391
	0.365624	0.208213
	0.361151	0.205484
	0.358018	0.204677
	0.355483	0.204548
	0.351753	0.201674
	0.346408	0.199881
