	0.169344	0.083606
	0.170375	0.084057
	0.169859	0.082511
	0.170987	0.084090
	0.171212	0.083187
	0.170181	0.082414
	0.172695	0.081319
	0.172823	0.081222
	0.173242	0.081093
	0.173339	0.081737
	0.172372	0.080610
	0.174499	0.080094
	0.174080	0.080513
	0.175079	0.081029
	0.174563	0.079933
	0.174241	0.079063
	0.175465	0.080610
	0.174885	0.078967
	0.175369	0.078805
	0.175047	0.078709
	0.176464	0.078322
	0.173822	0.080094
	0.174757	0.076679
	0.175691	0.076711
	0.175530	0.077388
	0.174692	0.076969
	0.176625	0.077227
	0.174789	0.076743
	0.174209	0.075841
	0.174338	0.077130
	0.174628	0.075583
	0.174531	0.076872
	0.173629	0.075712
	0.173983	0.075809
	0.172856	0.075841
	0.170439	0.074907
	0.171084	0.074746
	0.171084	0.074198
	0.171406	0.073811
	0.171470	0.074617
	0.170568	0.073747
	0.170149	0.073908
	0.169215	0.073425
	0.169698	0.072780
	0.168667	0.072845
	0.168184	0.073489
	0.168667	0.073682
	0.167700	0.072651
	0.167088	0.072748
	0.166992	0.071975
	0.165542	0.071395
	0.165026	0.071330
	0.164607	0.072748
	0.164382	0.072619
	0.163866	0.072071
	0.162545	0.071330
	0.162481	0.072265
	0.160966	0.071266
	0.160741	0.071040
	0.160676	0.071427
	0.161256	0.071846
	0.161321	0.072168
	0.157744	0.071266
	0.157519	0.069848
	0.156907	0.069591
	0.155715	0.070912
	0.156005	0.071653
	0.154780	0.070976
	0.154619	0.071202
	0.153556	0.070847
	0.152557	0.070879
	0.152170	0.070622
	0.151784	0.070847
	0.150656	0.069913
	0.150173	0.070428
	0.148626	0.069333
	0.148691	0.070879
	0.148304	0.069977
	0.146564	0.070428
	0.147015	0.070622
	0.144534	0.070106
	0.144663	0.070171
	0.143761	0.069526
	0.144148	0.069913
	0.142053	0.069945
	0.141119	0.070074
	0.141377	0.070332
	0.140603	0.070332
	0.139315	0.069945
	0.139443	0.068108
	0.137156	0.069816
	0.137607	0.071298
	0.136125	0.069301
	0.135996	0.070106
	0.134739	0.070009
	0.134675	0.070171
	0.133676	0.069687
	0.133064	0.069429
	0.132387	0.070042
	0.132001	0.070589
	0.132130	0.067980
	0.130712	0.069623
	0.129359	0.069429
	0.129552	0.070009
	0.127780	0.071073
	0.126749	0.069462
	0.126555	0.070364
	0.125589	0.070235
	0.125331	0.070106
	0.126684	0.070042
	0.124977	0.069752
	0.122850	0.070525
	0.122012	0.068753
	0.122174	0.070171
	0.120724	0.069494
	0.119821	0.070460
	0.120208	0.071169
	0.118758	0.070912
	0.118114	0.070654
	0.116761	0.071202
